Wall time,Step,Value
1681482535.4260104,781,89.348876953125
1681482636.5106058,1563,42.65764617919922
1681482737.60742,2345,30.77623176574707
1681482838.6557732,3127,27.852937698364258
1681482939.7902381,3909,24.003419876098633
1681483040.7665725,4691,20.70111656188965
1681483141.8509767,5473,18.383451461791992
1681483243.0053678,6255,16.727922439575195
1681483344.1353161,7037,15.152437210083008
1681483445.3202763,7819,13.924124717712402
1681483546.532042,8601,13.065689086914062
1681483647.7155344,9383,12.484479904174805
1681483748.8485456,10165,11.815089225769043
1681483849.989372,10947,11.158928871154785
1681483951.1202607,11729,10.45500373840332
1681484052.3741822,12511,9.89686393737793
1681484153.5158904,13293,9.482007026672363
1681484254.610205,14075,9.109878540039062
1681484355.6846275,14857,8.780679702758789
1681484456.826985,15639,8.533577919006348
1681484557.8746035,16421,8.287409782409668
1681484658.9748578,17203,8.097834587097168
1681484760.0927825,17985,7.936398983001709
1681484861.2359478,18767,7.810768127441406
1681484962.3964365,19549,7.6254191398620605
1681485063.5325627,20331,7.542669296264648
1681485164.6748137,21113,7.407820224761963
1681485265.8587193,21895,7.336784839630127
1681485366.9720147,22677,7.2567057609558105
1681485468.0352418,23459,7.187222480773926
1681485569.2107863,24241,7.11769437789917
1681485670.3281813,25023,7.078157424926758
1681485771.4287128,25805,7.028755187988281
1681485872.5510745,26587,7.015067100524902
1681485973.6840231,27369,6.982395172119141
1681486074.7477238,28151,6.938336372375488
1681486175.857262,28933,6.940622329711914
1681486276.8548808,29715,6.8823370933532715
1681486377.901271,30497,6.873810768127441
1681486478.9573925,31279,6.850568771362305
1681486580.075982,32061,6.834652423858643
1681486681.1158245,32843,6.815408706665039
1681486782.179467,33625,6.800101280212402
1681486883.3076208,34407,6.779442310333252
1681486984.4199572,35189,6.7692670822143555
1681487085.4431818,35971,6.731780052185059
1681487186.6361516,36753,6.745068550109863
1681487287.807452,37535,6.704285621643066
1681487388.9149137,38317,6.693305492401123
1681487489.967352,39099,6.698713779449463
1681487591.0422344,39881,6.663766384124756
1681487692.1439185,40663,6.6692423820495605
1681487793.3178942,41445,6.656274795532227
1681487894.2896192,42227,6.647602558135986
1681487995.332818,43009,6.630071640014648
1681488096.3465528,43791,6.6061787605285645
1681488197.4087691,44573,6.614584922790527
1681488298.5079496,45355,6.59354829788208
1681488399.6821325,46137,6.586365699768066
1681488500.837514,46919,6.579054355621338
1681488601.9758255,47701,6.572303295135498
1681488702.9698954,48483,6.576320648193359
1681488804.00278,49265,6.5344743728637695
1681488905.1085665,50047,6.545007705688477
1681489006.3564336,50829,6.527163028717041
1681489107.6175902,51611,6.526859283447266
1681489208.8189027,52393,6.5289835929870605
1681489310.0242834,53175,6.510242938995361
1681489411.112479,53957,6.497106075286865
1681489512.093487,54739,6.498885631561279
1681489613.2853506,55521,6.492197036743164
1681489714.5187905,56303,6.483761787414551
1681489815.686053,57085,6.483522415161133
1681489916.8051789,57867,6.476689338684082
1681490017.8969183,58649,6.452221870422363
1681490119.0381105,59431,6.4556427001953125
1681490220.2127116,60213,6.462737083435059
1681490321.3580894,60995,6.434317588806152
1681490422.5133474,61777,6.442965030670166
1681490523.6671567,62559,6.434362411499023
1681490624.8753705,63341,6.421185493469238
1681490726.0887735,64123,6.424149513244629
1681490827.2751625,64905,6.419060707092285
1681490928.4782438,65687,6.407087326049805
1681491029.5925672,66469,6.4020304679870605
1681491130.6481843,67251,6.41095495223999
1681491231.733112,68033,6.400264263153076
1681491332.8163908,68815,6.387655735015869
1681491433.9278076,69597,6.382510662078857
1681491535.0121799,70379,6.395698070526123
1681491636.2023137,71161,6.367927551269531
1681491737.3178406,71943,6.379012584686279
1681491838.5408962,72725,6.369653701782227
1681491939.561426,73507,6.355663299560547
1681492040.789289,74289,6.350269317626953
1681492141.900938,75071,6.354656219482422
1681492243.1230996,75853,6.348579406738281
1681492344.227687,76635,6.341770172119141
1681492445.2990613,77417,6.333423614501953
1681492546.3828526,78199,6.335280418395996
1681492647.5350533,78981,6.358968734741211
1681492748.531852,79763,6.334961414337158
1681492849.6323497,80545,6.312489986419678
1681492950.6523783,81327,6.3210272789001465
1681493051.7362902,82109,6.312549591064453
1681493152.8039927,82891,6.313370227813721
1681493253.835383,83673,6.308623790740967
