Wall time,Step,Value
1681482458.2681885,781,97.82208251953125
1681482553.6217678,1563,50.94453811645508
1681482648.8031552,2345,40.86323547363281
1681482744.1053476,3127,38.81173324584961
1681482839.528796,3909,38.06693649291992
1681482935.4768388,4691,37.50751876831055
1681483030.3706665,5473,37.04936981201172
1681483125.4872167,6255,36.66463088989258
1681483221.5086339,7037,36.411460876464844
1681483317.4172025,7819,36.070133209228516
1681483413.3569546,8601,35.75127410888672
1681483508.7806377,9383,35.464569091796875
1681483604.2086108,10165,35.187721252441406
1681483699.6307392,10947,35.05224609375
1681483795.047823,11729,34.8521842956543
1681483890.2939732,12511,34.69239044189453
1681483985.6745472,13293,34.58048629760742
1681484081.1562498,14075,34.44231414794922
1681484176.7279127,14857,34.3503303527832
1681484272.1216738,15639,34.23380661010742
1681484367.4106357,16421,34.17317199707031
1681484463.1097941,17203,34.03463363647461
1681484558.4429655,17985,33.9716796875
1681484653.8071377,18767,33.954498291015625
1681484749.4685338,19549,33.83572006225586
1681484844.7483437,20331,33.78382873535156
1681484940.2054367,21113,33.68976974487305
1681485036.0700204,21895,33.6617431640625
1681485132.0827641,22677,33.59096908569336
1681485227.9158921,23459,33.53337860107422
1681485323.2768574,24241,33.494503021240234
1681485418.6485152,25023,33.439308166503906
1681485514.5434382,25805,33.38383102416992
1681485610.6391377,26587,33.358856201171875
1681485706.073251,27369,33.300010681152344
1681485801.4502678,28151,33.26335525512695
1681485896.974766,28933,33.215858459472656
1681485992.3883195,29715,33.19248962402344
1681486087.492588,30497,33.14694595336914
1681486183.5173664,31279,33.1121940612793
1681486278.8153403,32061,33.0914192199707
1681486374.122389,32843,33.05607604980469
1681486469.4111001,33625,33.01016616821289
1681486564.4739678,34407,32.99008560180664
1681486659.6892207,35189,32.96962356567383
1681486754.9393623,35971,32.93405532836914
1681486850.3025045,36753,32.88775634765625
1681486945.738551,37535,32.88906478881836
1681487041.0359592,38317,32.859867095947266
1681487137.196448,39099,32.831581115722656
1681487233.0385575,39881,32.80522918701172
1681487329.1837795,40663,32.80608367919922
1681487424.7480147,41445,32.756099700927734
1681487520.118223,42227,32.752525329589844
1681487615.5640414,43009,32.72675323486328
1681487710.7793562,43791,32.71217346191406
1681487806.1360216,44573,32.675498962402344
1681487901.3946397,45355,32.66200637817383
1681487996.6342735,46137,32.63893127441406
1681488091.774664,46919,32.632530212402344
1681488187.0077739,47701,32.609310150146484
1681488282.2138078,48483,32.59660720825195
1681488378.0577977,49265,32.59739303588867
1681488473.4413037,50047,32.59928894042969
1681488569.6359246,50829,32.52714157104492
1681488665.1845791,51611,32.54988098144531
1681488760.3766813,52393,32.517303466796875
1681488855.5649815,53175,32.514747619628906
1681488951.788211,53957,32.485137939453125
1681489047.9614239,54739,32.47493362426758
1681489143.6089063,55521,32.46169662475586
1681489239.7163837,56303,32.471641540527344
1681489335.931434,57085,32.44009017944336
1681489431.2003956,57867,32.41456985473633
1681489526.4864597,58649,32.42863845825195
1681489621.9914641,59431,32.398345947265625
1681489717.66052,60213,32.38969802856445
1681489813.0753145,60995,32.36653518676758
1681489908.452466,61777,32.396080017089844
1681490003.9602494,62559,32.3502311706543
1681490099.3288622,63341,32.42117691040039
1681490195.3951125,64123,32.310821533203125
1681490291.3298557,64905,32.31597900390625
1681490387.4646754,65687,32.30337905883789
1681490482.755373,66469,32.30202102661133
1681490579.1605332,67251,32.287574768066406
1681490675.7653184,68033,32.272254943847656
1681490772.1033492,68815,32.291805267333984
1681490868.5324872,69597,32.25327682495117
1681490965.2074337,70379,32.259891510009766
1681491060.701491,71161,32.25078201293945
1681491156.3155694,71943,32.27204132080078
1681491251.6650655,72725,32.22676467895508
1681491346.8322384,73507,32.20284652709961
1681491442.4359627,74289,32.21385955810547
1681491537.8181028,75071,32.20769119262695
1681491633.2401261,75853,32.187381744384766
1681491728.921108,76635,32.1818733215332
1681491825.1568012,77417,32.177085876464844
1681491920.4765718,78199,32.15531921386719
1681492015.9832728,78981,32.16618728637695
1681492112.0181458,79763,32.16036605834961
1681492207.3909123,80545,32.15488815307617
1681492303.9511595,81327,32.12992858886719
1681492399.2704487,82109,32.156585693359375
1681492494.6767697,82891,32.14707565307617
1681492589.9482272,83673,32.12202835083008
1681492686.506463,84455,32.128177642822266
1681492781.725959,85237,32.103912353515625
1681492877.0806234,86019,32.14332962036133
1681492972.4058378,86801,32.08695602416992
1681493068.5805252,87583,32.3437385559082
1681493163.9270637,88365,32.363853454589844
1681493259.3169427,89147,32.05371856689453
1681493354.397405,89929,32.03889465332031
1681493450.6509376,90711,32.049503326416016
1681493545.8857026,91493,32.064727783203125
1681493641.2101521,92275,32.13956832885742
1681493736.4905484,93057,32.0231819152832
1681493832.9280057,93839,32.03410339355469
1681493928.2846072,94621,32.04495620727539
1681494024.5455098,95403,32.023319244384766
1681494119.9285665,96185,32.03232955932617
1681494215.1550877,96967,32.026145935058594
1681494310.6095963,97749,32.03902053833008
1681494406.6174107,98531,32.000980377197266
1681494501.81571,99313,32.01832580566406
1681494597.2158089,100095,32.00143814086914
1681494692.5980878,100877,32.03510665893555
1681494788.2205114,101659,32.02420425415039
1681494883.4010954,102441,32.07917404174805
1681494979.7798927,103223,31.999958038330078
1681495075.957175,104005,31.981815338134766
1681495171.907464,104787,31.975479125976562
1681495268.0491643,105569,31.94864845275879
1681495363.4590063,106351,31.981021881103516
1681495459.1545267,107133,31.9443359375
1681495554.741105,107915,31.96137809753418
1681495650.2218323,108697,31.942874908447266
1681495745.6283815,109479,31.974544525146484
1681495840.961435,110261,31.97327423095703
1681495936.2517366,111043,31.914213180541992
1681496031.4089475,111825,31.93539810180664
1681496127.3565156,112607,31.923704147338867
1681496222.88888,113389,31.939163208007812
1681496319.0458558,114171,31.932859420776367
1681496415.39692,114953,31.956344604492188
1681496510.822774,115735,31.918519973754883
1681496606.2130115,116517,31.9106502532959
1681496702.023837,117299,31.908479690551758
