Wall time,Step,Value
1681482358.6901207,781,132.61207580566406
1681482376.4841003,1563,113.4461669921875
1681482394.3130724,2345,112.64486694335938
1681482412.2560904,3127,112.4398193359375
1681482430.1378431,3909,112.09078216552734
1681482448.0518267,4691,111.72390747070312
1681482465.86088,5473,110.64732360839844
1681482483.8222635,6255,110.48912811279297
1681482501.6243799,7037,110.12429809570312
1681482519.55592,7819,112.36566162109375
1681482537.438219,8601,111.14533233642578
1681482555.3349319,9383,110.75904083251953
1681482573.268266,10165,111.10375213623047
1681482591.242798,10947,110.1076889038086
1681482609.0735188,11729,109.8788833618164
1681482626.946838,12511,110.2270736694336
1681482644.9391181,13293,110.44123077392578
1681482662.8024988,14075,111.79853820800781
1681482680.6417208,14857,112.75911712646484
1681482698.7649727,15639,112.37844848632812
1681482716.673944,16421,112.38432312011719
1681482734.5111117,17203,111.86065673828125
1681482752.3567598,17985,111.28740692138672
1681482770.3702307,18767,111.16020965576172
1681482788.1711786,19549,111.4598617553711
1681482805.9967015,20331,110.54353332519531
1681482823.9341085,21113,110.88835906982422
1681482841.8593934,21895,111.25520324707031
1681482859.7135265,22677,111.07718658447266
1681482877.5531085,23459,110.59432983398438
1681482895.4855945,24241,110.65033721923828
1681482913.350181,25023,110.19268798828125
1681482931.2033749,25805,109.64306640625
1681482949.1455948,26587,110.08918762207031
1681482967.0422413,27369,108.975341796875
1681482984.9014351,28151,110.15599822998047
1681483002.7722554,28933,110.16768646240234
1681483020.781714,29715,112.9749526977539
1681483038.635193,30497,111.6688003540039
1681483056.4822683,31279,110.7952880859375
1681483074.3837867,32061,110.1130599975586
1681483092.2996523,32843,111.29289245605469
1681483110.1424491,33625,110.71932220458984
1681483128.0211072,34407,109.80750274658203
1681483145.9995997,35189,111.09089660644531
1681483163.8910792,35971,111.45501708984375
1681483181.7171695,36753,110.62728881835938
1681483199.6473792,37535,109.6357421875
1681483217.5238092,38317,110.25231170654297
1681483235.332197,39099,109.1190414428711
1681483253.143765,39881,111.66950225830078
1681483271.1236224,40663,110.239013671875
1681483288.9893477,41445,110.08831024169922
1681483306.8190632,42227,110.36942291259766
1681483324.6788356,43009,109.1338882446289
1681483342.6540282,43791,110.10308837890625
1681483360.5103855,44573,110.36235809326172
1681483378.3763535,45355,111.67910766601562
1681483396.3521862,46137,109.36209106445312
1681483414.1881223,46919,109.77478790283203
1681483432.0357409,47701,111.5069580078125
1681483450.0070686,48483,110.72412109375
1681483467.9073954,49265,110.94255065917969
1681483485.7543917,50047,111.03386688232422
1681483503.6040466,50829,110.9468994140625
1681483521.5617404,51611,110.85674285888672
1681483539.389279,52393,110.38919830322266
1681483557.2602453,53175,110.8123779296875
1681483575.1514266,53957,110.32051849365234
1681483593.0625496,54739,111.60476684570312
1681483610.8750675,55521,113.94019317626953
1681483628.7301476,56303,113.72151184082031
1681483646.697238,57085,112.89379119873047
1681483664.5586236,57867,111.90274810791016
1681483682.3747194,58649,112.31700897216797
1681483700.372968,59431,111.33265686035156
1681483718.3038077,60213,110.69605255126953
1681483736.1693192,60995,111.2107925415039
1681483754.0186675,61777,110.67034912109375
1681483771.9993641,62559,111.7525634765625
1681483789.8317091,63341,111.93363952636719
1681483807.7116885,64123,109.96472930908203
1681483825.6352372,64905,110.48140716552734
1681483843.5630696,65687,111.51481628417969
1681483861.4216387,66469,110.7673110961914
1681483879.2578616,67251,112.38542175292969
1681483897.2559242,68033,111.16461944580078
1681483915.1209588,68815,110.55757141113281
1681483932.968625,69597,109.787353515625
1681483950.8567646,70379,109.62056732177734
1681483968.7238598,71161,109.73773193359375
1681483986.556965,71943,109.98644256591797
1681484004.3880515,72725,109.6845474243164
1681484022.3771422,73507,113.95892333984375
1681484040.2909951,74289,113.47785949707031
1681484058.1494138,75071,113.11997985839844
1681484076.0492642,75853,111.6735610961914
1681484093.9579399,76635,110.62899017333984
1681484111.8054197,77417,110.41693115234375
1681484129.5991855,78199,109.9954833984375
1681484147.5357616,78981,109.77342987060547
1681484165.3876023,79763,110.23674774169922
1681484183.2199667,80545,110.18118286132812
1681484201.078572,81327,110.28302764892578
1681484219.1941986,82109,111.9973373413086
1681484236.9702075,82891,113.75946044921875
1681484254.7902498,83673,112.59062194824219
1681484272.7321167,84455,113.33332824707031
1681484290.598495,85237,112.79476928710938
1681484308.5110006,86019,111.37692260742188
1681484326.4752889,86801,111.32211303710938
1681484344.4207084,87583,111.50032043457031
1681484362.2951334,88365,112.56839752197266
1681484380.253105,89147,111.7502670288086
1681484398.3124094,89929,114.05181884765625
1681484416.2848525,90711,112.5759506225586
1681484434.1754053,91493,112.36192321777344
1681484452.208882,92275,111.63894653320312
1681484470.3390927,93057,112.58717346191406
1681484488.3485422,93839,111.63800048828125
1681484506.402317,94621,112.1742935180664
1681484524.502392,95403,111.68550872802734
1681484542.4255204,96185,111.0074462890625
1681484560.3699062,96967,110.74571228027344
1681484578.3947845,97749,113.84223937988281
1681484596.3862398,98531,112.16043090820312
1681484614.3116207,99313,111.14057922363281
1681484632.2036746,100095,110.62451934814453
1681484650.2553024,100877,111.66461944580078
1681484668.1952362,101659,111.92386627197266
1681484686.1699507,102441,110.37361145019531
1681484704.230479,103223,111.91423034667969
1681484722.1849306,104005,111.55193328857422
1681484740.0811124,104787,111.89530181884766
1681484758.0424783,105569,111.17765045166016
1681484776.1637774,106351,111.14115142822266
1681484794.18611,107133,110.4521713256836
1681484812.257257,107915,111.55815124511719
1681484830.3330126,108697,110.1332015991211
1681484848.4232926,109479,110.30706787109375
1681484866.37814,110261,110.35533905029297
1681484884.4384992,111043,110.73030853271484
1681484902.5279708,111825,110.642822265625
1681484920.506106,112607,109.6296615600586
1681484938.5065925,113389,111.6566162109375
1681484956.5728142,114171,109.81757354736328
1681484974.6127179,114953,111.03587341308594
1681484992.59403,115735,111.21987915039062
1681485010.5968785,116517,110.879638671875
1681485028.587247,117299,110.4375228881836
1681485046.5373397,118081,110.42118072509766
1681485064.5296695,118863,111.238037109375
1681485082.616623,119645,110.3841323852539
1681485100.6569402,120427,110.84430694580078
1681485118.6614547,121209,113.00031280517578
1681485136.643132,121991,111.3678970336914
1681485154.7829585,122773,111.57003784179688
1681485172.7426076,123555,110.70028686523438
1681485190.6908355,124337,110.6452865600586
1681485208.7485626,125119,112.63719940185547
1681485226.79281,125901,110.17488098144531
1681485244.7513483,126683,110.26130676269531
1681485262.7371206,127465,111.21312713623047
1681485280.8144681,128247,114.35826873779297
1681485298.7807176,129029,112.47953796386719
1681485316.761943,129811,114.19854736328125
1681485334.8925657,130593,113.42291259765625
1681485352.958502,131375,112.26078796386719
1681485370.963139,132157,112.07325744628906
1681485388.9740002,132939,112.50060272216797
1681485407.0962598,133721,112.41616821289062
1681485425.0559363,134503,110.94805145263672
1681485443.0419593,135285,112.38406372070312
1681485461.1297202,136067,111.5867919921875
1681485479.1048903,136849,110.94837188720703
1681485497.0079956,137631,111.36881256103516
1681485514.9878976,138413,111.35887145996094
1681485533.0646572,139195,110.52503967285156
1681485551.034415,139977,110.49497985839844
1681485569.0243185,140759,113.13089752197266
1681485587.1637206,141541,111.15586853027344
1681485605.2145038,142323,110.6972427368164
1681485623.2439792,143105,110.16795349121094
1681485641.348915,143887,110.08614349365234
1681485659.5074294,144669,110.13746643066406
1681485677.5429525,145451,110.62239837646484
1681485695.6304817,146233,110.10797119140625
1681485713.7636871,147015,109.96601104736328
1681485731.7950523,147797,110.85536193847656
1681485749.8313963,148579,112.25879669189453
1681485767.9929905,149361,111.41417694091797
1681485786.0391636,150143,111.24262237548828
1681485803.9997287,150925,111.29296875
1681485821.9657822,151707,111.28016662597656
1681485840.096158,152489,111.01168823242188
1681485858.0857046,153271,112.26801300048828
1681485876.0778291,154053,111.14633178710938
1681485894.146939,154835,111.67562866210938
1681485912.2040253,155617,111.28775024414062
1681485930.2210763,156399,112.0854263305664
1681485948.2072096,157181,111.39891815185547
1681485966.3181624,157963,111.02266693115234
1681485984.2651775,158745,111.04792022705078
1681486002.1827114,159527,111.29721069335938
1681486020.2670367,160309,111.18019104003906
1681486038.2664208,161091,111.00096130371094
1681486056.1968129,161873,111.2813720703125
1681486074.1770632,162655,111.17571258544922
1681486092.2882092,163437,110.01914978027344
1681486110.2355106,164219,111.58869934082031
1681486128.1966336,165001,110.97936248779297
1681486146.2496693,165783,111.08883666992188
1681486164.2305284,166565,110.97560119628906
1681486182.1902146,167347,110.26265716552734
1681486200.1935446,168129,109.81385040283203
1681486218.282783,168911,109.91944122314453
