Wall time,Step,Value
1681482496.0393765,781,96.33087158203125
1681482593.6803942,1563,42.7175407409668
1681482691.2311225,2345,32.09760665893555
1681482788.8415828,3127,29.38854217529297
1681482886.5261328,3909,27.353084564208984
1681482984.203611,4691,24.223569869995117
1681483081.8240974,5473,21.911964416503906
1681483179.5293307,6255,20.467273712158203
1681483277.200208,7037,19.034503936767578
1681483374.9170976,7819,17.818828582763672
1681483472.6198635,8601,16.794036865234375
1681483570.4245026,9383,15.946511268615723
1681483668.107607,10165,15.311312675476074
1681483765.756798,10947,14.857524871826172
1681483863.4512308,11729,14.52469253540039
1681483961.1902757,12511,14.242685317993164
1681484059.0214474,13293,14.067861557006836
1681484156.7256463,14075,13.947823524475098
1681484254.4032106,14857,13.835273742675781
1681484352.0326765,15639,13.728343963623047
1681484449.7353163,16421,13.677142143249512
1681484547.4401019,17203,13.597140312194824
1681484645.106776,17985,13.510404586791992
1681484742.7485414,18767,13.464146614074707
1681484840.444269,19549,13.405287742614746
1681484938.1239862,20331,13.347426414489746
1681485035.8393803,21113,13.321818351745605
1681485133.6007886,21895,13.256890296936035
1681485231.2616718,22677,13.231663703918457
1681485328.906042,23459,13.185934066772461
1681485426.5282834,24241,13.154522895812988
1681485524.1244051,25023,13.122827529907227
1681485621.9291568,25805,13.065542221069336
1681485719.6149342,26587,13.064784049987793
1681485817.2918677,27369,13.01601791381836
1681485914.9680047,28151,13.004322052001953
1681486012.618209,28933,12.956817626953125
1681486110.3625224,29715,12.953983306884766
1681486208.0416183,30497,12.915509223937988
1681486305.5276248,31279,12.876303672790527
1681486403.1660135,32061,12.88279914855957
1681486500.7950482,32843,12.831267356872559
1681486598.406315,33625,12.848727226257324
1681486696.0808837,34407,12.786466598510742
1681486793.7376904,35189,12.795052528381348
1681486891.4280808,35971,12.767136573791504
1681486989.115874,36753,12.743905067443848
1681487086.6913216,37535,12.739047050476074
1681487184.4512835,38317,12.73310661315918
1681487282.1971173,39099,12.680577278137207
1681487379.8228168,39881,12.678865432739258
1681487477.4732761,40663,12.65758991241455
1681487575.128775,41445,12.652750968933105
1681487672.837526,42227,12.64047622680664
1681487770.5128405,43009,12.684029579162598
1681487868.092608,43791,12.605419158935547
1681487965.7217867,44573,12.593117713928223
1681488063.3198996,45355,12.59359359741211
1681488160.960623,46137,12.56362533569336
1681488258.6800919,46919,12.559294700622559
