Training Loss	Testing Loss
4.294555966811412	4.101180334759366
3.9485695496239623	3.7996527191939626
3.636140618177936	3.4824127027183582
3.387892103256167	3.2854835516328267
3.1720606805113576	3.110239552844102
3.0106214461729044	2.945460369632502
2.8539701093493215	2.859196902840001
2.7231623175199076	2.7413954188109964
2.613838076134167	2.646919768327361
2.5216131655456464	2.5802369968147034
2.428864276317684	2.505960597354136
2.3602920255392714	2.4330929722755577
2.2817007774282296	2.387376032817136
2.205525446883248	2.3340378483389594
2.1548411091575232	2.305622451624293
2.0886517926250274	2.283234997160116
2.0322674611950164	2.228839096749664
1.983680119142508	2.209607541940774
1.9307039140740319	2.1750045232712085
1.8812568457535161	2.145480316156035
1.8361358874289275	2.108113048182931
1.7901875766951714	2.092843560656165
1.758915143854478	2.0776157796762553
1.7138372661207644	2.1069404661275777
1.6775602330941983	2.0354665388726882
1.6394897455449604	2.06963699031028
1.6114268947745223	2.0233312336502562
1.5755758609460748	2.0176379635075854
1.5452436898522974	1.9977206113232169
1.5086442514911027	2.0232137760538964
1.4837015315394877	2.0006841671694615
1.4612253600221765	1.9893081605814065
1.418087469189978	1.980138692126912
1.3939724796263457	1.9578667598165524
1.3616187199759666	1.9762518891863003
1.3440012270227417	1.9621505205798302
1.3105545699443963	1.952506751011891
1.2861633981432756	1.978800691616763
1.259518692865396	1.9985120334443014
1.2453692845828699	1.946500362104671
1.2147060938350989	2.0119322538375854
1.193583071536725	1.9674137830734253
1.1701694614137226	1.9729622799879427
1.143235563088561	1.9658460207046218
1.1299138469311891	1.9643582591585294
1.098009197074739	2.007067046347697
1.083679475671495	1.9731259270078818
1.0653529797521089	1.990276875009962
1.0406593588916846	2.015886564163645
1.015170185424178	2.0106529172059076
0.9980018869842715	2.024513006210327
0.9830243829113748	2.0239082096488614
0.964193786349138	2.0412237689753248
0.9507742166671607	2.004025654428324
0.9279003844541662	2.056655903530728
0.904363455446175	2.0637912681907604
0.8894398588582378	2.0693971586834854
0.8812447971166553	2.0499768515301358
0.8533972817689867	2.088734661697582
0.8458114420361531	2.0777068244423837
0.8184384447915475	2.0925749730152687
0.8047240386762278	2.146953024681966
0.7892797416662012	2.115767418199284
0.780938615846207	2.112222504463925
0.7598092913856287	2.1229097129433017
0.753253543125394	2.1639031285692933
0.7423978055377141	2.165889541814282
0.7213453071577774	2.1608343314213356
0.7110240587874141	2.1572470209401127
0.697658520449153	2.2023111278084433
0.6887536651795477	2.187314721429424
0.668857350183265	2.204440240647383
0.6531979948510904	2.1520970535885757
0.647154366345052	2.2074403299647534
0.6304672276196273	2.227829773714588
0.6225164994178221	2.200399496752745
0.6144618173808698	2.2340311578884244
0.6007396003893574	2.2683996478463433
0.5899124310335235	2.271431976063236
0.5783212687200903	2.2947707031942475
0.5712251064684385	2.298763250089755
