Training Loss	Testing Loss
0.5581324380224623	2.3028775969887993
0.5472703529021624	2.3321445193260337
0.5330096693599925	2.372700739818014
0.5300435464057471	2.3313463045533296
0.5217571228628268	2.313212321062756
0.5076913402208587	2.3412004048657264
0.5099108253064972	2.3714403081092104
0.49124583272296757	2.3930190368822424
0.4839308229096405	2.444058627080006
0.47451985684578374	2.4352205953780253
0.46903785539176457	2.441874012825595
0.4641801399533706	2.458688993362864
0.4572074177586819	2.403915647488491
0.4402833816207126	2.4260405947448342
0.43828349977807923	2.471654939044053
0.43574155501240047	2.5377995853970763
0.43171176906970454	2.548024798654447
0.4175196308023332	2.472726176498802
0.4152899285602143	2.5024763505170298
0.4063998525366759	2.5680562675378886
0.40314998924541656	2.5133217527608203
0.38911372791889987	2.5773518267710496
0.39728641200362874	2.545711097443939
0.3801016866150872	2.5643935492084284
0.371548500893366	2.5239598751068115
0.37015899270772934	2.561163189304862
0.36757052512577426	2.587899678072352
0.36214163032410396	2.6250809028649784
0.36367490461758334	2.527136913530386
0.3464999524947932	2.646617364731564
0.34189857138544705	2.602065270873392
0.3362547562498113	2.7104409386397927
0.331990905382368	2.6735255125981228
0.3248003636393934	2.6536326529873406
0.3304503334452734	2.6841348493175143
0.321136818527032	2.659926307429174
0.3216722509287812	2.659175709554344
0.31311753746646137	2.665637647270397
0.3127019630787927	2.665165190484114
0.2985556153937831	2.7277895766458693
0.2994416461652502	2.6868066977543434
0.2939959738374976	2.698784857798534
0.2953408709000748	2.684392764310169
0.28704964030353003	2.7558796975263364
0.2875228349662498	2.7228150717012443
0.2905627388002165	2.6963878535920647
0.2770698772709998	2.7416781559111967
0.27625202698170986	2.783918505261658
0.2742529726108474	2.770027199368568
0.2723687894956764	2.778307825137096
0.2674285209716281	2.76422676614895
0.2655121850997896	2.7392362576381415
0.26393754766001115	2.7311113267947156
0.25581845502986017	2.7929283942386602
0.2584906427947152	2.8416376645397987
0.25643896565431984	2.7990331224575162
0.24916108040248647	2.865041826181351
0.2492060712717302	2.791279662946227
0.24274504888812296	2.795742917212711
0.24544085029160123	2.8777751725190766
0.23935407321766744	2.9075475346510578
0.2384367882514663	2.8500128703512204
0.23105295678919843	2.871088696133559
0.22847393977805933	2.8625914519000206
0.2319389544475033	2.797838624875257
0.22807949764744553	2.813656165341663
0.22552486313768969	2.949609066270719
0.2202761155717513	2.8309419003261884
0.22029580673217164	2.930744449803784
0.221818318042685	2.939457710381526
0.2219772010879672	2.8381711457185683
0.22123714070528974	2.845404981048244
0.2146517696368801	2.8961382618375646
0.21265423164972105	2.8801005228309875
0.21072531198544422	2.9471365722121705
0.20972158843198854	2.9535308620732303
0.21435256637489933	2.9111899380471296
0.1974255908518801	3.0062953461507322
0.20579180837420705	2.933996276491007
0.19802672391200005	2.989910279869274
0.2045586300951898	2.921332208973587
0.20357462393162806	2.9011836067126815
0.1947357173856643	2.8763770070045616
0.1937532853906798	2.963452466733896
0.19268266369571999	2.9617391467853715
0.1905309056906063	2.950959367357242
0.19004209444660436	3.014905205957449
0.18229868011954037	3.0320693580967606
0.18073380477678821	3.042989308667031
0.18872087036290436	2.9010274167273455
0.17773235707169832	3.010008566698451
0.17849728422682457	3.0107837718003876
0.17780946659357727	3.106890692073069
0.1817265938648292	2.9576915745522565
0.1783429179150049	3.055918263022307
0.1769420694788475	3.0364949452649257
0.17932942194287735	3.0586587509531884
0.1692847983097024	3.062609393125886
0.17808541393769747	3.0074200607409143
0.16774173698785816	3.0294660952440493
0.1660721896292494	3.1932796330968287
0.16902172672169288	2.963457492506428
0.17188045279363462	2.9402399427571875
0.16793248813618403	3.0208420381424532
0.1616484851593061	3.001818890024902
0.16227175498528934	3.126227772159941
0.1634281871904669	3.1246164171559037
0.16049376043402935	3.1175164842301872
0.1611261967274234	3.071480832282145
0.16433675558356298	3.0823231563446627
0.15889488108684796	3.0277583705391855
0.15686915354217257	3.046825042955435
0.14939399185421331	3.075699768248637
0.15015844310469487	3.1752159132319653
0.1553743611259	3.1084475669131915
0.15336353074737807	3.1351787299866887
0.15285836320842053	3.185218423035494
0.1546705973089275	3.110286858431093
0.14788026346103347	3.1349816307140763
