Loss	Accuracy
1.9883663084196008	20.349999999999998
1.7082792072344923	30.914
1.4714465107759247	42.008
1.296948459599634	51.334
1.1410586306506105	58.144
0.9941222375006322	64.27199999999999
0.8763929658838551	68.7
0.7640305788010893	73.146
0.6721881201200168	76.44
0.5893974702071656	79.49000000000001
0.5227123066744841	81.75200000000001
0.44935928978730955	84.414
0.37949145114635263	86.786
0.316276138548351	89.19399999999999
0.26214529128025865	91.094
0.2175105319113073	92.528
0.17889861126080195	94.03399999999999
0.15463097736506207	94.77799999999999
0.13043207639013715	95.57600000000001
0.11794136613702683	96.05799999999999
0.09417633741827267	96.848
0.09153043464435946	96.956
0.08005773304554317	97.306
0.06856564638059577	97.758
0.06976420955156046	97.674
0.06651491524480149	97.812
0.05786812032961175	98.116
0.06323820386496384	97.92
0.05351751844358185	98.222
0.05945496579996594	98.014
0.0475417904923801	98.47
0.04752583146396586	98.36399999999999
0.04585217306857257	98.496
0.04377529771326829	98.584
0.04612310699906553	98.50999999999999
0.0461430210593964	98.434
0.03952723905584677	98.67
0.03408348180866941	98.91799999999999
0.03886881985230005	98.746
0.038679913609631626	98.75399999999999
0.03957479768891192	98.698
0.03199110272438135	98.954
0.03722442218871868	98.804
0.03277362867608628	98.946
0.03391491306205507	98.88
0.03314994129202212	98.964
0.029945726432200982	98.98599999999999
0.028459258618272715	99.072
0.03009632619424149	99.042
0.02815835247181899	99.078
0.026420953063814735	99.122
0.030492682648433224	99.07000000000001
0.032461565191103645	98.976
0.024620266524283455	99.196
0.022525839003287088	99.30600000000001
0.02982788170953436	99.11
0.023111840291350695	99.28399999999999
0.027082529447018822	99.18400000000001
0.025039446064020338	99.18400000000001
0.02822251461804761	99.09
0.021586183003772793	99.312
0.022500081637064698	99.288
0.023777628445055793	99.266
0.025034458765163397	99.244
0.02042218482867955	99.346
0.023104961558817968	99.30600000000001
0.021041124307787488	99.324
0.018392416265006522	99.412
0.018324781944195186	99.434
0.02366839050415956	99.244
0.021369214519522513	99.33999999999999
0.01542178645786291	99.482
0.02137574793001742	99.35000000000001
0.018466959974397738	99.464
0.017188708572645487	99.458
0.022620276238842538	99.27
0.021587006773774647	99.396
0.017652564842826027	99.48599999999999
0.014571251861406896	99.53800000000001
0.016575328221943145	99.5
0.019255218573052752	99.414
0.01629267076904121	99.518
0.016171667936539083	99.512
0.018683506910040257	99.496
0.014456823453991352	99.524
0.01880082533777575	99.412
0.015711375570492722	99.514
0.015191349548661647	99.556
0.01727202033586352	99.456
0.017351413856044173	99.48599999999999
0.01755236111842739	99.476
0.013264703345583285	99.598
0.01675178716532336	99.51
0.01867247479280744	99.46000000000001
0.013008188877558119	99.578
0.015546569295427458	99.518
0.011616213702038988	99.658
0.016434573038803326	99.504
0.014595608850724086	99.564
0.01224934984399515	99.566
