Model Name,Epoch,Batch Size,Learning Rate,Train Loss,Test Loss,Train Accuracy,Test Accuracy,Time
RN50_clip_FC_FF_NN,50,128,0.002,0.0256508987534212,0.9297670141051088,99.136,88.08,1663.4106674194336
RN50_clip_FC_FF_NN,51,128,0.002,0.0134060407586111,0.9223574837080284,99.522,87.92999999999999,1696.7448437213898
RN50_clip_FC_FF_NN,52,128,0.002,0.0285533202156755,0.9178716467304414,99.006,88.36,1730.2170872688291
RN50_clip_FC_FF_NN,53,128,0.002,0.0135745811361923,0.9326960829239858,99.528,88.14,1763.3971252441406
RN50_clip_FC_FF_NN,54,128,0.002,0.0230225478236437,0.9448167915585676,99.236,87.88,1796.193112373352
RN50_clip_FC_FF_NN,55,128,0.002,0.026319121624536,0.9123546982867808,99.104,88.24,1829.0425152778623
RN50_clip_FC_FF_NN,56,128,0.002,0.0188497564634945,0.9525947076610372,99.338,87.57000000000001,1861.5694072246552
RN50_clip_FC_FF_NN,57,128,0.002,0.0236536159461168,0.928363049535458,99.212,88.3,1893.734629154205
RN50_clip_FC_FF_NN,58,128,0.002,0.0209682894548486,1.038078186255467,99.282,88.0,1926.361386537552
RN50_clip_FC_FF_NN,59,128,0.002,0.0172065288293511,0.9532618008839864,99.496,87.74,1958.942344903946
RN50_clip_FC_FF_NN,60,128,0.002,0.0261512038152357,0.972352383634712,99.132,88.3,1991.563553094864
RN50_clip_FC_FF_NN,61,128,0.002,0.0115948776018393,0.9802170452437824,99.65,88.4,2024.2011556625368
RN50_clip_FC_FF_NN,62,128,0.002,0.0201263512934908,1.027765125979351,99.318,88.3,2056.9496071338654
RN50_clip_FC_FF_NN,63,128,0.002,0.0256236539384715,0.8991552568481029,99.074,88.59,2089.703131914139
RN50_clip_FC_FF_NN,64,128,0.002,0.008486956312951,1.064463049173355,99.718,87.96000000000001,2122.4348726272583
RN50_clip_FC_FF_NN,65,128,0.002,0.0261058901181168,0.9619616272840532,99.168,88.29,2155.11549949646
RN50_clip_FC_FF_NN,66,128,0.002,0.0175838707640687,1.1384572360334515,99.404,87.76,2187.7634444236755
RN50_clip_FC_FF_NN,67,128,0.002,0.0188329713043186,0.9945236410521254,99.37,88.4,2220.3317773342133
RN50_clip_FC_FF_NN,68,128,0.002,0.0148025060824998,1.0333299882049802,99.492,88.52,2252.7728374004364
RN50_clip_FC_FF_NN,69,128,0.002,0.0163059296863004,1.115335770800144,99.45,88.1,2285.4412627220154
RN50_clip_FC_FF_NN,70,128,0.002,0.0291246679474396,1.075119548206088,99.044,88.21,2318.092350959778
RN50_clip_FC_FF_NN,71,128,0.002,0.0078495314994463,0.9867741677120232,99.726,88.58,2350.671919107437
RN50_clip_FC_FF_NN,72,128,0.002,0.0185872834894525,1.032457970365693,99.396,87.83999999999999,2383.0441377162933
RN50_clip_FC_FF_NN,73,128,0.002,0.017020402817994,1.0762341184706627,99.392,88.35,2415.876224279404
RN50_clip_FC_FF_NN,74,128,0.002,0.0111805527747938,1.108145006849796,99.624,88.39,2448.5508348941803
RN50_clip_FC_FF_NN,75,128,0.002,0.0255846190208624,1.1146649620201017,99.152,88.28,2481.18651342392
RN50_clip_FC_FF_NN,76,128,0.002,0.016301247226388,1.0873399429683444,99.468,88.48,2513.782103776932
RN50_clip_FC_FF_NN,77,128,0.002,0.0119025099901524,1.0717737135253376,99.642,88.57000000000001,2546.479368686676
RN50_clip_FC_FF_NN,78,128,0.002,0.0160216666744885,1.102288803722285,99.494,87.91,2579.2278068065643
RN50_clip_FC_FF_NN,79,128,0.002,0.0260979838801904,1.1821641001520278,99.102,88.05,2611.907074928284
RN50_clip_FC_FF_NN,80,128,0.002,0.0116434954183475,1.0868004141729088,99.622,88.11,2644.618974685669
RN50_clip_FC_FF_NN,81,128,0.002,0.0166295090544512,1.114331188081186,99.448,88.1,2677.3196308612823
RN50_clip_FC_FF_NN,82,128,0.002,0.0111128068690778,1.1935372435593907,99.672,88.18,2710.093591451645
RN50_clip_FC_FF_NN,83,128,0.002,0.0245124567073149,1.2617032263852372,99.218,87.31,2742.823807001114
RN50_clip_FC_FF_NN,84,128,0.002,0.0143078115544664,1.1278865363778947,99.522,88.49000000000001,2775.4604024887085
RN50_clip_FC_FF_NN,85,128,0.002,0.0209622514546219,1.0940472589263432,99.362,88.03999999999999,2807.872819662094
RN50_clip_FC_FF_NN,86,128,0.002,0.0090283757347017,1.170996246458609,99.71,87.83,2840.346221685409
RN50_clip_FC_FF_NN,87,128,0.002,0.0190182977266653,1.1890754181640428,99.416,87.79,2872.953420162201
RN50_clip_FC_FF_NN,88,128,0.002,0.0135732383010304,1.2180586559108542,99.55,88.08,2905.561432361603
RN50_clip_FC_FF_NN,89,128,0.002,0.0181706904263603,1.1317841661503358,99.404,88.47,2938.2049021720886
RN50_clip_FC_FF_NN,90,128,0.002,0.0091879456493449,1.1627923842472363,99.698,88.4,2970.678448677063
RN50_clip_FC_FF_NN,91,128,0.002,0.0171677762916267,1.223269143813773,99.488,87.38,3003.2251262664795
RN50_clip_FC_FF_NN,92,128,0.002,0.0231555584525821,1.2081412318386608,99.258,88.13,3036.0393466949463
RN50_clip_FC_FF_NN,93,128,0.002,0.0124292348817739,1.1853581184073338,99.598,88.3,3069.471527814865
RN50_clip_FC_FF_NN,94,128,0.002,0.0126309962149586,1.147548096466668,99.62,87.76,3102.99529004097
RN50_clip_FC_FF_NN,95,128,0.002,0.0200475033039286,1.1905155215836778,99.35,88.42999999999999,3136.258287191391
RN50_clip_FC_FF_NN,96,128,0.002,0.0127259964030618,1.2854382833348046,99.604,87.42,3169.6576018333435
RN50_clip_FC_FF_NN,97,128,0.002,0.015997398209589,1.2611542404452456,99.504,87.41,3202.218443393708
RN50_clip_FC_FF_NN,98,128,0.002,0.017255916622185,1.2200623999668072,99.49,88.36,3234.770832061768
RN50_clip_FC_FF_NN,99,128,0.002,0.0156883059291263,1.268769068054006,99.528,88.21,3267.422542572021
resnet18_FC_FF_NN,0,128,0.002,0.624624715741638,0.552164979750597,78.364,81.47999999999999,27.591307163238525
resnet18_FC_FF_NN,1,128,0.002,0.4969207205430931,0.5030685716037508,82.734,82.44,60.509819746017456
resnet18_FC_FF_NN,2,128,0.002,0.4436256252133937,0.4972702996640266,84.286,83.22,94.39466500282288
resnet18_FC_FF_NN,3,128,0.002,0.4041779194875141,0.5072774453253686,85.624,82.78,128.86036705970764
resnet18_FC_FF_NN,4,128,0.002,0.3652017738127037,0.5262012025223503,86.954,83.06,162.36968779563904
resnet18_FC_FF_NN,5,128,0.002,0.3303968104178948,0.5128436145148699,88.062,83.48,197.426899433136
resnet18_FC_FF_NN,6,128,0.002,0.2970085737612241,0.5346156298359738,89.294,83.35000000000001,231.04202604293823
resnet18_FC_FF_NN,7,128,0.002,0.2607857841626762,0.5556711667700659,90.478,83.59,264.9901866912842
resnet18_FC_FF_NN,8,128,0.002,0.2250190563023547,0.6194503495964823,91.654,83.1,298.97000312805176
resnet18_FC_FF_NN,9,128,0.002,0.1962529581678493,0.6334672362744054,92.722,83.28999999999999,332.6117160320282
resnet18_FC_FF_NN,10,128,0.002,0.1726405024052123,0.6957580948932262,93.492,82.94,366.7056596279144
resnet18_FC_FF_NN,11,128,0.002,0.154243611237582,0.7266418364229081,94.354,82.91,400.6504127979279
resnet18_FC_FF_NN,12,128,0.002,0.1321283778571106,0.8229578035541728,95.094,82.98,433.5810313224793
resnet18_FC_FF_NN,13,128,0.002,0.1280127252211503,0.87766286542144,95.25,82.61,467.8421950340271
resnet18_FC_FF_NN,14,128,0.002,0.106550774815709,0.9610086287124248,96.086,82.42,502.1230878829956
resnet18_FC_FF_NN,15,128,0.002,0.1081835912335711,0.9163867540751832,95.948,83.1,536.2568850517273
resnet18_FC_FF_NN,16,128,0.002,0.0897434595114815,1.008078034542784,96.78,82.74000000000001,571.3710987567902
resnet18_FC_FF_NN,17,128,0.002,0.0824951132118721,1.1541271986840649,97.072,82.49,604.0408954620361
resnet18_FC_FF_NN,18,128,0.002,0.0858333881258431,1.0739803404747683,96.944,83.11,637.6063003540039
resnet18_FC_FF_NN,19,128,0.002,0.0633415501574268,1.1528847451451458,97.74,83.1,671.2905251979828
resnet18_FC_FF_NN,20,128,0.002,0.0722978788968699,1.2245351125167896,97.422,82.24000000000001,704.0792665481567
resnet18_FC_FF_NN,21,128,0.002,0.0848535290916862,1.2184037430376946,97.072,82.83,737.6736876964569
resnet18_FC_FF_NN,22,128,0.002,0.0514083354831542,1.3552836685241023,98.232,82.47,771.1688413619995
resnet18_FC_FF_NN,23,128,0.002,0.072175088831607,1.2848557958120033,97.608,82.43,804.0048151016235
resnet18_FC_FF_NN,24,128,0.002,0.0667990582263873,1.4010901043686683,97.806,81.57,837.6318740844727
resnet18_FC_FF_NN,25,128,0.002,0.0673623844609617,1.4086134426201449,97.776,82.24000000000001,871.3045785427094
resnet18_FC_FF_NN,26,128,0.002,0.048328537201566,1.3534978092471257,98.364,83.05,905.805367231369
resnet18_FC_FF_NN,27,128,0.002,0.0527797908203014,1.3616815646992455,98.294,82.03,939.7267084121704
resnet18_FC_FF_NN,28,128,0.002,0.0694943914282828,1.3816629452041431,97.684,81.72,973.5819084644318
resnet18_FC_FF_NN,29,128,0.002,0.0466166894776922,1.552421818841013,98.458,82.66,1007.911687850952
resnet18_FC_FF_NN,30,128,0.002,0.0502920551576873,1.4782908166511148,98.344,82.89,1041.7142515182495
resnet18_FC_FF_NN,31,128,0.002,0.0554334477496469,1.5847176200226891,98.276,82.38,1076.0733268260956
resnet18_FC_FF_NN,32,128,0.002,0.0598862964699826,1.613374962082392,98.074,82.22,1109.6145930290222
resnet18_FC_FF_NN,33,128,0.002,0.0531010339700538,1.712736600561987,98.272,82.56,1142.6209745407104
resnet18_FC_FF_NN,34,128,0.002,0.0527230632789742,1.630428658256048,98.384,82.69,1176.370970249176
resnet18_FC_FF_NN,35,128,0.002,0.0451606264423645,1.7207240085058575,98.552,82.73,1209.785338640213
resnet18_FC_FF_NN,36,128,0.002,0.0397095475534913,1.6740433136119115,98.806,82.01,1243.454290151596
resnet18_FC_FF_NN,37,128,0.002,0.0566988309185542,1.7443555118162422,98.298,82.33,1277.3976757526398
resnet18_FC_FF_NN,38,128,0.002,0.052338455555677,1.7240566633924652,98.422,82.19999999999999,1311.535810470581
resnet18_FC_FF_NN,39,128,0.002,0.0514383587642046,1.8489910432055023,98.416,82.87,1345.163179397583
resnet18_FC_FF_NN,40,128,0.002,0.0502446096597711,1.793296609121033,98.5,82.69999999999999,1378.944085597992
resnet18_FC_FF_NN,41,128,0.002,0.041291488804515,1.8790185225160816,98.776,82.65,1412.9771111011505
resnet18_FC_FF_NN,42,128,0.002,0.0602424763315899,1.9205352098126955,98.302,82.64,1447.2534790039062
resnet18_FC_FF_NN,43,128,0.002,0.046838319018844,2.0625452995300293,98.686,82.67,1481.1572420597076
resnet18_FC_FF_NN,44,128,0.002,0.0382414980272106,2.049550807928737,98.868,82.41000000000001,1514.6757459640503
resnet18_FC_FF_NN,45,128,0.002,0.0477465615018873,2.0473018115079857,98.656,83.07,1548.4338324069977
resnet18_FC_FF_NN,46,128,0.002,0.04433076757946,2.042525854291795,98.796,82.46,1581.9448306560516
resnet18_FC_FF_NN,47,128,0.002,0.0418658694783088,2.028761061686504,98.836,82.46,1615.4678177833557
resnet18_FC_FF_NN,48,128,0.002,0.0438138147517729,2.0285028400300424,98.706,82.69999999999999,1650.1275262832642
resnet18_FC_FF_NN,49,128,0.002,0.0576119879424414,2.07678069117703,98.432,82.89999999999999,1683.923523902893
resnet18_FC_FF_NN,50,128,0.002,0.039642655525057,2.004303708861146,98.846,82.41000000000001,1717.055959224701
resnet18_FC_FF_NN,51,128,0.002,0.057546223291521,2.071903048436853,98.454,82.31,1751.5156354904177
resnet18_FC_FF_NN,52,128,0.002,0.0476890330037931,1.947341005162516,98.756,82.87,1785.2290172576904
resnet18_FC_FF_NN,53,128,0.002,0.0366136069089332,2.162104775633993,99.006,82.89,1818.4722969532013
resnet18_FC_FF_NN,54,128,0.002,0.0330019727260667,2.076890134358708,99.006,82.77,1852.4534711837769
resnet18_FC_FF_NN,55,128,0.002,0.0455991886229753,2.3363643597952928,98.748,82.87,1885.3007462024689
resnet18_FC_FF_NN,56,128,0.002,0.0473421369853448,2.2419450532031964,98.736,82.76,1919.1478826999664
resnet18_FC_FF_NN,57,128,0.002,0.0385655840447046,2.2716632662694667,98.98,83.04,1953.1450242996216
resnet18_FC_FF_NN,58,128,0.002,0.0299368571746699,2.4241241292108464,99.156,82.61,1986.7072579860687
resnet18_FC_FF_NN,59,128,0.002,0.058487996272177,2.239563932382985,98.53,82.62,2020.5033946037288
resnet18_FC_FF_NN,60,128,0.002,0.0416544439264988,2.318304345577578,98.894,82.52000000000001,2053.046696662903
resnet18_FC_FF_NN,61,128,0.002,0.0455165289435465,2.4259025477155856,98.858,82.16,2086.5213203430176
resnet18_FC_FF_NN,62,128,0.002,0.0367282550450118,2.531597253642505,98.992,82.88,2118.72274518013
resnet18_FC_FF_NN,63,128,0.002,0.0500680456289907,2.2359081506729126,98.752,83.1,2150.907965183258
resnet18_FC_FF_NN,64,128,0.002,0.0348880044853976,2.2949371247351924,99.108,82.8,2183.078315973282
resnet18_FC_FF_NN,65,128,0.002,0.0381646007782967,2.618902117391176,99.002,82.86,2215.404318094253
resnet18_FC_FF_NN,66,128,0.002,0.0494411778621017,2.472750769385809,98.786,82.3,2247.512502193451
resnet18_FC_FF_NN,67,128,0.002,0.0400263851804114,2.621473307850995,98.988,82.47,2281.544288396836
resnet18_FC_FF_NN,68,128,0.002,0.056393328000164,2.6855075019824355,98.65,82.17999999999999,2313.8113057613373
resnet18_FC_FF_NN,69,128,0.002,0.0395527739221501,2.732097886785676,99.066,82.66,2346.044670343399
resnet18_FC_FF_NN,70,128,0.002,0.0359585276020735,2.5306930274855866,99.132,82.73,2379.1901948452
resnet18_FC_FF_NN,71,128,0.002,0.0374373111945689,2.781794211532496,99.122,82.3,2411.2845809459686
resnet18_FC_FF_NN,72,128,0.002,0.0447599039325909,2.629699364870409,98.984,82.33,2444.8622601032257
resnet18_FC_FF_NN,73,128,0.002,0.0416937667033308,2.828248799601688,98.994,82.8,2477.0284452438354
resnet18_FC_FF_NN,74,128,0.002,0.0469495925359143,2.6593782599968248,98.92,82.59,2509.312355518341
resnet18_FC_FF_NN,75,128,0.002,0.0376533965721711,2.800423110587688,99.124,82.52000000000001,2542.925890445709
resnet18_FC_FF_NN,76,128,0.002,0.0390645997097396,2.743250784240192,99.052,83.04,2576.138948917389
resnet18_FC_FF_NN,77,128,0.002,0.039602612472398,2.85765506798708,99.072,82.57,2608.896143913269
resnet18_FC_FF_NN,78,128,0.002,0.0391635881583949,2.763872326174869,99.088,82.43,2641.9344325065613
resnet18_FC_FF_NN,79,128,0.002,0.0407056353955633,2.7443974674502507,99.048,82.91,2674.3354365825653
resnet18_FC_FF_NN,80,128,0.002,0.0380597003276286,3.028684968812556,99.136,82.76,2708.144552230835
resnet18_FC_FF_NN,81,128,0.002,0.0391580305160757,2.955438361137728,99.114,82.89999999999999,2741.0936245918274
resnet18_FC_FF_NN,82,128,0.002,0.0412975808558609,2.732868414890917,99.082,83.02000000000001,2774.549901008606
resnet18_FC_FF_NN,83,128,0.002,0.0365840192249854,2.864624931842466,99.126,82.84,2806.419520616532
resnet18_FC_FF_NN,84,128,0.002,0.0361114725713068,3.0182777205600013,99.158,83.26,2840.619214296341
resnet18_FC_FF_NN,85,128,0.002,0.0405312547384924,2.962573727474937,99.106,82.64,2873.824250936508
resnet18_FC_FF_NN,86,128,0.002,0.0459252497833257,2.917303378068948,98.996,82.78,2905.743199110031
resnet18_FC_FF_NN,87,128,0.002,0.026102444975339,3.125115194086787,99.358,83.05,2937.676659822464
resnet18_FC_FF_NN,88,128,0.002,0.0451963851550651,3.0670247817341285,99.03,83.25,2969.5758583545685
resnet18_FC_FF_NN,89,128,0.002,0.0308125494295287,3.186043274553516,99.244,82.74000000000001,3001.5065908432007
resnet18_FC_FF_NN,90,128,0.002,0.0413687972812268,3.035695056372051,99.118,83.0,3034.5472576618195
resnet18_FC_FF_NN,91,128,0.002,0.0331657517789866,3.513992806024189,99.248,83.02000000000001,3067.269258499145
resnet18_FC_FF_NN,92,128,0.002,0.0551412006252622,3.381692993490002,98.834,83.19,3100.140889406204
resnet18_FC_FF_NN,93,128,0.002,0.0367847905838801,3.49988118304482,99.202,82.76,3133.983383417129
resnet18_FC_FF_NN,94,128,0.002,0.0376830811902433,3.3308376134196416,99.218,82.74000000000001,3165.835551738739
resnet18_FC_FF_NN,95,128,0.002,0.0393706385447301,3.450304604783843,99.206,82.97,3198.6574289798737
resnet18_FC_FF_NN,96,128,0.002,0.0509030007506365,3.323347364799886,99.012,82.76,3230.4843690395355
resnet18_FC_FF_NN,97,128,0.002,0.0244193909517806,3.3858225209803523,99.428,82.93,3263.833447933197
resnet18_FC_FF_NN,98,128,0.002,0.0503908572431835,3.694771163071258,99.04,82.64,3297.0584230422974
resnet18_FC_FF_NN,99,128,0.002,0.0455800043447172,3.315401124803326,99.074,82.56,3328.882939815521
CNN,0,128,0.0001,2.050505662208323,1.8338699597346635,19.096,25.89,22.744466304779053
CNN,1,128,0.0001,1.7457254298812592,1.625623980654946,29.878,35.33,45.5727117061615
CNN,2,128,0.0001,1.5175299732886312,1.4636074334760256,40.824,44.77,68.39525008201599
CNN,3,128,0.0001,1.3290229703459289,1.2196368348749378,50.246,54.72,90.88735795021056
CNN,4,128,0.0001,1.148152226072443,1.1445186394679396,58.204,59.24,113.20274114608765
CNN,5,128,0.0001,1.0002231660401424,0.9703208125090296,63.99,65.46,135.46995043754578
CNN,6,128,0.0001,0.860548586339292,0.9191070938412148,69.256,68.06,158.29347324371338
CNN,7,128,0.0001,0.754373684944704,0.8485098865967763,73.02199999999999,70.82000000000001,181.19957661628723
CNN,8,128,0.0001,0.664314102257609,0.8499433881119837,76.492,71.3,204.08766555786133
CNN,9,128,0.0001,0.580637062602031,0.819534035423134,79.484,72.66,227.02136969566345
CNN,10,128,0.0001,0.5042021260084704,0.7971690006648438,82.396,74.37,249.9161062240601
CNN,11,128,0.0001,0.4304546166182784,0.7411881074120726,85.02,77.03,272.8179581165314
CNN,12,128,0.0001,0.3583219272020223,0.7820099441311027,87.572,76.83,295.7307095527649
CNN,13,128,0.0001,0.2937686541272551,0.8248411567905282,89.886,75.97,318.6214201450348
CNN,14,128,0.0001,0.2448879774383571,0.8791786869869956,91.488,76.66,341.5211224555969
CNN,15,128,0.0001,0.2058542737227571,0.8983377670939965,92.936,76.92,364.39651226997375
CNN,16,128,0.0001,0.1741670029776175,1.0364280373235293,94.032,75.94,387.3151047229767
CNN,17,128,0.0001,0.1456461574815575,0.9257005181493638,95.04,77.42,410.2260117530823
CNN,18,128,0.0001,0.1287884539626824,1.0135176389277736,95.686,77.56,432.7555084228516
CNN,19,128,0.0001,0.1072056058965756,1.0816933399514308,96.35,76.91,455.45568323135376
CNN,20,128,0.0001,0.0952941097909837,1.101201515409011,96.768,77.22,478.042786359787
CNN,21,128,0.0001,0.0865543155175874,1.07072097591207,97.16,77.48,500.9181039333344
CNN,22,128,0.0001,0.075137127598133,1.0933493609669842,97.506,77.77,523.8128192424774
CNN,23,128,0.0001,0.0723090074799211,1.131854439838023,97.534,78.06,546.4176275730133
CNN,24,128,0.0001,0.059800601085586,1.197908329058297,97.978,77.75,568.7100074291229
CNN,25,128,0.0001,0.0598720375852197,1.1574665609794328,98.082,78.29,590.9879786968231
CNN,26,128,0.0001,0.0561265946887528,1.1971217793754385,98.208,77.59,613.2284114360809
CNN,27,128,0.0001,0.0616149968215171,1.1635824849333944,97.904,77.11,635.5638868808746
CNN,28,128,0.0001,0.0524175167976952,1.1481935396979126,98.27,78.71000000000001,658.2737441062927
CNN,29,128,0.0001,0.052103295255943,1.194295593454868,98.292,77.49000000000001,681.0958154201508
CNN,30,128,0.0001,0.0419434539412798,1.3104881787601903,98.58,78.06,703.4153761863708
CNN,31,128,0.0001,0.0453025039626033,1.287279728847214,98.49,78.09,725.7366783618927
CNN,32,128,0.0001,0.0470358743671747,1.1804451084212413,98.476,77.64,748.0561912059784
CNN,33,128,0.0001,0.0411270374201161,1.236085499389262,98.668,77.74,770.6235601902008
CNN,34,128,0.0001,0.0413533512388577,1.2729603459563437,98.712,77.96,792.8853991031647
CNN,35,128,0.0001,0.0374273683803151,1.345020353794098,98.836,77.61,815.2286047935486
CNN,36,128,0.0001,0.0464246027612858,1.3257191369805157,98.522,76.86,838.0973422527313
CNN,37,128,0.0001,0.0342149364665541,1.3518087275420565,98.908,78.14,860.9816508293152
CNN,38,128,0.0001,0.0349012193607364,1.3422225600556483,98.864,77.99000000000001,883.8689894676208
CNN,39,128,0.0001,0.033228621574576,1.229611709902558,98.92,78.59,906.6354486942292
CNN,40,128,0.0001,0.0334878554725495,1.1611764332916164,98.936,77.77,928.9251627922058
CNN,41,128,0.0001,0.0339936359771801,1.206496333019643,98.938,78.11,951.3472533226012
CNN,42,128,0.0001,0.0285675418191015,1.308470978767057,99.062,78.29,974.2190427780153
CNN,43,128,0.0001,0.031460359926744,1.2419382982616185,98.992,77.92999999999999,996.970006465912
CNN,44,128,0.0001,0.0294645227701165,1.2555331685875035,99.06,79.22,1019.4533071517944
CNN,45,128,0.0001,0.0315965066516243,1.2603306619426873,98.968,78.42,1041.7324850559237
CNN,46,128,0.0001,0.0312357410556896,1.2550593335417253,99.008,78.48,1064.0186142921448
CNN,47,128,0.0001,0.0277803212279499,1.3007485232775724,99.096,78.48,1086.2860970497131
CNN,48,128,0.0001,0.0288218464505861,1.338906476014777,99.076,79.23,1108.827440738678
CNN,49,128,0.0001,0.0291573711732864,1.243054786814919,99.096,78.86,1131.725858449936
